Std;E
-1.2353931981835187;8.678118341530357
0.3166983365003233;1.5834916825015881
6.695416033587582;0.5700570057005763
6.347915424241263;0.5900590059005992
6.000682743443962;0.610061006100608
5.653767356838602;0.630063006300631
5.307231486065595;0.6500650065006539
4.961154659125526;0.6700670067006769
4.615640133338442;0.6900690069006998
4.270824383283961;0.7100710071007086
3.926891489316138;0.7300730073007315
3.5840956193325706;0.7500750075007545
3.242797377545962;0.7700770077007775
2.903524933380748;0.7900790079008004
2.567081617197681;0.8100810081008092
2.2347455791629014;0.8300830083008321
1.9086635013712177;0.8500850085008551
1.5926812936020247;0.8700870087008781
1.2942178441659904;0.890089008900901
1.0286373204247066;0.9100910091009098
0.8282019255154605;0.9300930093009327
0.7473091097592566;0.9500950095009557
0.8220414620172694;0.9700970097009787
1.018706144413819;0.9900990099010016
1.2823810025501754;1.0101010101010104
1.5798634897932542;1.0301030103010334
1.8953007784271365;1.0501050105010563
2.2210561043512542;1.0701070107010793
2.553183146640456;1.090109010901088
2.8894855814742284;1.110111011101111
3.228658925072564;1.130113011301134
3.5698849795194625;1.150115011501157
3.9126267216783224;1.1701170117011799
4.2565180303889765;1.1901190119011886
4.601301164508595;1.2101210121012116
4.9467896512419625;1.2301230123012346
5.2928453675131735;1.2501250125012575
5.639363891328643;1.2701270127012805
5.986264853552573;1.2901290129012892
6.33348541314999;1.3101310131013122
6.680975740408968;1.3301330133013352
