Std;E
-0.1366791218898633;4.0791241277228405
0.5233856719005322;1.7568423509017588
0.0;0.5
0.7095407567719157;0.9900990099010016
2.1532692870022845;0.7700770077007775
1.9693665177755744;0.7900790079008004
1.788597571829469;0.8100810081008092
1.6111237514828285;0.8300830083008321
1.438165462461198;0.8500850085008551
1.271566656184928;0.8700870087008781
1.114183688778725;0.890089008900901
0.9705104199940067;0.9100910091009098
0.8475478427772946;0.9300930093009327
0.7554773960250518;0.9500950095009557
0.7064815280326775;0.9700970097009787
0.7095407567719157;0.9900990099010016
0.7558569030141055;1.0101010101010104
0.8103587801297768;1.0301030103010334
0.8690293001933375;1.0501050105010563
0.9310807559264472;1.0701070107010793
0.9958829807409898;1.090109010901088
1.0641983811881683;1.110111011101111
1.1364286658553624;1.130113011301134
1.2118740653652393;1.150115011501157
1.2899705311559013;1.1701170117011799
1.3702648725137219;1.1901190119011886
1.4523926049084077;1.2101210121012116
1.5371415757665716;1.2301230123012346
1.630008290004735;1.2501250125012575
1.7305802141667297;1.2701270127012805
1.8375921649389877;1.2901290129012892
1.9499841617172122;1.3101310131013122
2.0668787278125262;1.3301330133013352
2.187554182917433;1.3501350135013581
2.311418419465691;1.370137013701381
2.4379854546198407;1.3901390139013898
2.56685549834433;1.4101410141014128
2.697698523976554;1.4301430143014358
2.8302409270237234;1.4501450145014587
2.9642547758962854;1.4701470147014817
3.0995491255564347;1.4901490149014904
3.2359634778002997;1.5101510151015134
