Std;E
2.427598871275577;80
-22.182218221822183;44.33443344334435
180.1988803466311;-100.0
180.16283648770496;-99.97999799979998
180.12679263008826;-99.95999599959995
180.09074877378177;-99.93999399939995
180.05470491878623;-99.91999199919992
180.0186610651025;-99.8999899989999
179.98261721273133;-99.87998799879988
179.9465733616735;-99.85998599859985
179.91052951192987;-99.83998399839984
179.87448566350113;-99.81998199819982
179.83844181638813;-99.7999799979998
179.8023979705916;-99.77997799779978
179.76635412611245;-99.75997599759975
179.7303102829514;-99.73997399739974
179.6942664411092;-99.71997199719972
179.6582226005867;-99.6999699969997
179.62217876138467;-99.67996799679968
179.5861349235039;-99.65996599659967
179.55009108694523;-99.63996399639964
179.51404725170943;-99.61996199619962
179.47800341779728;-99.5999599959996
179.4419595852096;-99.57995799579957
179.40591575394723;-99.55995599559957
179.36987192401088;-99.53995399539954
179.33382809540137;-99.51995199519952
179.29778426811953;-99.4999499949995
179.26174044216617;-99.47994799479947
179.2256966175421;-99.45994599459947
179.18965279424808;-99.43994399439944
179.15360897228487;-99.41994199419942
179.11756515165337;-99.3999399939994
179.08152133235436;-99.37993799379937
179.0454775143886;-99.35993599359936
179.00943369775692;-99.33993399339934
178.97338988246014;-99.31993199319932
178.93734606849907;-99.2999299929993
178.90130225587455;-99.27992799279929
178.8652584445873;-99.25992599259926
178.82921463463816;-99.23992399239924
178.79317082602796;-99.21992199219922
178.75712701875753;-99.1999199919992
178.72108321282766;-99.17991799179919
178.6850394082391;-99.15991599159916
178.64899560499273;-99.13991399139914
178.61295180308937;-99.11991199119912
178.5769080025298;-99.0999099909991
178.54086420331484;-99.07990799079909
178.50482040544532;-99.05990599059906
178.46877660892198;-99.03990399039904
178.43273281374576;-99.01990199019902
178.3966890199174;-98.999899989999
178.3606452274378;-98.97989798979899
178.32460143630766;-98.95989598959896
178.28855764652783;-98.93989398939894
178.25251385809915;-98.91989198919892
178.21647007102243;-98.8998899889989
178.18042628529858;-98.87988798879888
178.14438250092832;-98.85988598859886
178.10833871791243;-98.83988398839884
178.07229493625184;-98.81988198819882
178.0362511559473;-98.79987998799879
178.00020737699967;-98.77987798779878
177.96416359940977;-98.75987598759876
177.9281198231784;-98.73987398739874
177.89207604830642;-98.71987198719872
177.85603227479467;-98.6998699869987
177.81998850264395;-98.67986798679868
177.78394473185503;-98.65986598659866
177.74790096242887;-98.63986398639864
177.71185719436622;-98.61986198619861
177.67581342766792;-98.5998599859986
177.63976966233474;-98.57985798579858
177.6037258983676;-98.55985598559856
177.56768213576728;-98.53985398539854
177.53163837453468;-98.51985198519851
177.49559461467052;-98.4998499849985
177.45955085617572;-98.47984798479848
177.4235070990511;-98.45984598459846
177.38746334329753;-98.43984398439844
177.35141958891575;-98.41984198419841
177.3153758359067;-98.3998399839984
177.27933208427112;-98.37983798379838
177.24328833400992;-98.35983598359836
177.2072445851239;-98.33983398339834
177.17120083761395;-98.31983198319833
177.13515709148086;-98.2998299829983
177.09911334672552;-98.27982798279828
177.06306960334862;-98.25982598259826
177.02702586135126;-98.23982398239824
176.99098212073403;-98.21982198219823
176.95493838149795;-98.1998199819982
176.91889464364374;-98.17981798179818
176.88285090717235;-98.15981598159816
176.84680717208457;-98.13981398139813
176.8107634383813;-98.11981198119813
176.7747197060633;-98.0998099809981
176.7386759751314;-98.07980798079808
176.70263224558659;-98.05980598059806
176.66658851742963;-98.03980398039803
176.6305447906614;-98.01980198019803
176.59450106528266;-97.999799979998
176.55845734129437;-97.97979797979798
176.52241361869733;-97.95979597959796
176.48636989749238;-97.93979397939793
176.45032617768038;-97.91979197919792
176.41428245926224;-97.8997899789979
176.37823874223878;-97.87978797879788
176.34219502661082;-97.85978597859786
176.30615131237923;-97.83978397839783
176.27010759954493;-97.81978197819782
176.23406388810872;-97.7997799779978
176.19802017807146;-97.77977797779778
176.161976469434;-97.75977597759776
176.12593276219724;-97.73977397739775
176.08988905636198;-97.71977197719772
176.05384535192917;-97.6997699769977
176.01780164889956;-97.67976797679768
175.9817579472741;-97.65976597659765
175.94571424705362;-97.63976397639765
175.90967054823895;-97.61976197619762
175.87362685083102;-97.5997599759976
175.83758315483067;-97.57975797579758
175.80153946023876;-97.55975597559755
175.76549576705617;-97.53975397539755
175.72945207528375;-97.51975197519752
175.69340838492232;-97.4997499749975
175.65736469597286;-97.47974797479748
175.62132100843613;-97.45974597459745
175.58527732231315;-97.43974397439744
175.5492336376046;-97.41974197419742
175.51318995431146;-97.3997399739974
175.47714627243462;-97.37973797379738
175.44110259197487;-97.35973597359737
175.40505891293313;-97.33973397339734
175.36901523531031;-97.31973197319732
175.33297155910722;-97.2997299729973
175.2969278843248;-97.27972797279728
175.2608842109639;-97.25972597259727
175.22484053902534;-97.23972397239724
175.18879686851008;-97.21972197219722
175.15275319941895;-97.1997199719972
175.11670953175286;-97.17971797179717
175.08066586551269;-97.15971597159717
175.04462220069928;-97.13971397139714
175.00857853731358;-97.11971197119712
174.97253487535636;-97.0997099709971
174.93649121482866;-97.07970797079707
174.9004475557312;-97.05970597059707
174.864403898065;-97.03970397039704
174.82836024183084;-97.01970197019702
174.79231658702966;-96.999699969997
174.7562729336624;-96.97969796979697
174.72022928172984;-96.95969596959696
174.6841856312329;-96.93969396939694
174.6481419821725;-96.91969196919692
174.61209833454953;-96.8996899689969
174.57605468836485;-96.87968796879687
174.5400110436194;-96.85968596859686
174.50396740031397;-96.83968396839684
174.4679237584496;-96.81968196819682
174.43188011802704;-96.7996799679968
174.39583647904723;-96.77967796779679
174.35979284151117;-96.75967596759676
174.32374920541957;-96.73967396739674
174.28770557077348;-96.71967196719672
174.25166193757372;-96.6996699669967
174.21561830582124;-96.67966796679669
174.17957467551685;-96.65966596659666
174.14353104666156;-96.63966396639664
174.1074874192562;-96.61966196619662
174.07144379330165;-96.5996599659966
174.03540016879893;-96.57965796579659
173.9993565457488;-96.55965596559656
173.96331292415223;-96.53965396539654
173.9272693040101;-96.51965196519652
173.89122568532338;-96.4996499649965
173.85518206809286;-96.47964796479648
173.81913845231955;-96.45964596459646
173.7830948380043;-96.43964396439644
173.74705122514808;-96.41964196419642
173.71100761375175;-96.3996399639964
173.67496400381617;-96.37963796379638
173.63892039534232;-96.35963596359636
173.60287678833112;-96.33963396339634
173.56683318278345;-96.31963196319631
173.53078957870025;-96.2996299629963
173.49474597608233;-96.27962796279628
173.45870237493077;-96.25962596259626
173.42265877524633;-96.23962396239624
173.38661517703005;-96.21962196219621
173.35057158028275;-96.1996199619962
173.31452798500538;-96.17961796179618
173.27848439119887;-96.15961596159616
173.24244079886412;-96.13961396139614
173.20639720800207;-96.11961196119611
173.17035361861363;-96.0996099609961
173.13431003069974;-96.07960796079608
173.09826644426127;-96.05960596059606
173.06222285929917;-96.03960396039604
173.0261792758144;-96.01960196019601
172.99013569380782;-95.999599959996
172.95409211328035;-95.97959795979598
172.91804853423298;-95.95959595959596
172.8820049566666;-95.93959395939594
172.84596138058217;-95.91959195919591
172.80991780598055;-95.8995899589959
172.77387423286268;-95.87958795879588
172.73783066122954;-95.85958595859586
172.70178709108205;-95.83958395839583
172.6657435224211;-95.81958195819581
172.62969995524767;-95.7995799579958
172.59365638956265;-95.77957795779578
172.55761282536696;-95.75957595759576
172.52156926266161;-95.73957395739573
172.48552570144753;-95.71957195719573
172.4494821417255;-95.6995699569957
172.41343858349663;-95.67956795679568
172.37739502676175;-95.65956595659566
172.3413514715219;-95.63956395639563
172.3053079177779;-95.61956195619562
172.2692643655308;-95.5995599559956
172.23322081478145;-95.57955795579558
172.19717726553083;-95.55955595559556
172.1611337177799;-95.53955395539553
172.12509017152956;-95.51955195519552
172.08904662678083;-95.4995499549955
172.05300308353455;-95.47954795479548
172.01695954179172;-95.45954595459546
171.9809160015533;-95.43954395439545
171.94487246282017;-95.41954195419542
171.90882892559338;-95.3995399539954
171.87278538987377;-95.37953795379538
171.83674185566232;-95.35953595359535
171.80069832296005;-95.33953395339535
171.76465479176784;-95.31953195319532
171.72861126208664;-95.2995299529953
171.69256773391743;-95.27952795279528
171.65652420726119;-95.25952595259525
171.6204806821188;-95.23952395239525
171.58443715849126;-95.21952195219522
171.5483936363795;-95.1995199519952
171.51235011578444;-95.17951795179518
171.47630659670716;-95.15951595159515
171.44026307914856;-95.13951395139514
171.40421956310954;-95.11951195119512
171.3681760485911;-95.0995099509951
171.33213253559418;-95.07950795079508
171.2960890241198;-95.05950595059505
171.26004551416884;-95.03950395039504
171.22400200574234;-95.01950195019502
171.1879584988412;-94.999499949995
171.15191499346642;-94.97949794979498
171.11587148961894;-94.95949594959495
171.0798279872998;-94.93949394939494
171.04378448650985;-94.91949194919492
171.00774098725012;-94.8994899489949
170.97169748952157;-94.87948794879487
170.93565399332516;-94.85948594859485
170.8996104986619;-94.83948394839484
170.86356700553276;-94.81948194819482
170.8275235139386;-94.7994799479948
170.7914800238805;-94.77947794779477
170.7554365353594;-94.75947594759477
170.7193930483763;-94.73947394739474
170.68334956293214;-94.71947194719472
170.64730607902789;-94.6994699469947
170.6112625966646;-94.67946794679467
170.57521911584317;-94.65946594659466
170.53917563656455;-94.63946394639464
170.50313215882983;-94.61946194619462
