Std;E
-0.17953384086141266;4.243211311688985
0.0833416675000791;1.3167983465013293
3.21751935552515;0.33003300330032914
3.048372773099954;0.3500350035003521
2.879756375354138;0.37003700370037507
2.7117690639186245;0.39003900390039803
2.544535436514289;0.410041004100421
2.3782144933428477;0.43004300430042974
2.213012024827694;0.4500450045004527
2.049198556688821;0.47004700470047567
1.8871358415484314;0.49004900490049863
1.7273167344744407;0.5100510051005216
1.5704263672493897;0.5300530053005303
1.417437584419851;0.5500550055005533
1.2697614317333115;0.5700570057005763
1.1294836600528826;0.5900590059005992
0.999723481845477;0.610061006100608
0.8851187485289163;0.630063006300631
0.7922738256809504;0.6500650065006539
0.7295443014227764;0.6700670067006769
0.7050151896486669;0.6900690069006998
0.7225872989125872;0.7100710071007086
0.7794182756914356;0.7300730073007315
0.8678293319722578;0.7500750075007545
0.9793043997647525;0.7700770077007775
1.1068969791192727;0.7900790079008004
1.2456641579436536;0.8100810081008092
1.3922686247292093;0.8300830083008321
1.5444802068795964;0.8500850085008551
1.7007941534759268;0.8700870087008781
1.8601765648912298;0.890089008900901
2.0219019287938504;0.9100910091009098
2.1854501650159066;0.9300930093009327
2.350440787361681;0.9500950095009557
2.5165901182028687;0.9700970097009787
2.6836829559761415;0.9900990099010016
2.851553445119739;1.0101010101010104
3.0200719113242798;1.0301030103010334
3.1891356361533285;1.0501050105010563
3.3586622811789058;1.0701070107010793
