Std;E
4.314742480606167;80
-50.34503450345034;100.0
73.82455076320007;-100.0
73.80980164426602;-99.97999799979998
73.79505253543815;-99.95999599959995
73.78030343672245;-99.93999399939995
73.76555434812506;-99.91999199919992
73.75080526965196;-99.8999899989999
73.7360562013093;-99.87998799879988
73.7213071431032;-99.85998599859985
73.70655809503967;-99.83998399839984
73.69180905712477;-99.81998199819982
73.67706002936468;-99.7999799979998
73.66231101176548;-99.77997799779978
73.64756200433325;-99.75997599759975
73.63281300707406;-99.73997399739974
73.61806401999416;-99.71997199719972
73.60331504309956;-99.6999699969997
73.58856607639639;-99.67996799679968
73.57381711989075;-99.65996599659967
73.55906817358883;-99.63996399639964
73.54431923749682;-99.61996199619962
73.52957031162074;-99.5999599959996
73.51482139596685;-99.57995799579957
73.50007249054129;-99.55995599559957
73.48532359535014;-99.53995399539954
73.4705747103996;-99.51995199519952
73.45582583569578;-99.4999499949995
73.44107697124502;-99.47994799479947
73.42632811705336;-99.45994599459947
73.41157927312702;-99.43994399439944
73.39683043947221;-99.41994199419942
73.38208161609508;-99.3999399939994
73.36733280300186;-99.37993799379937
73.35258400019872;-99.35993599359936
73.33783520769191;-99.33993399339934
73.32308642548763;-99.31993199319932
73.30833765359209;-99.2999299929993
73.29358889201156;-99.27992799279929
73.27884014075215;-99.25992599259926
73.26409139982017;-99.23992399239924
73.24934266922189;-99.21992199219922
73.23459394896354;-99.1999199919992
73.21984523905135;-99.17991799179919
73.20509653949154;-99.15991599159916
73.19034785029044;-99.13991399139914
73.17559917145421;-99.11991199119912
73.16085050298918;-99.0999099909991
73.14610184490166;-99.07990799079909
73.1313531971979;-99.05990599059906
73.11660455988421;-99.03990399039904
73.10185593296681;-99.01990199019902
73.08710731645199;-98.999899989999
73.07235871034618;-98.97989798979899
73.0576101146555;-98.95989598959896
73.04286152938633;-98.93989398939894
73.02811295454512;-98.91989198919892
73.01336439013802;-98.8998899889989
72.99861583617148;-98.87988798879888
72.98386729265168;-98.85988598859886
72.96911875958499;-98.83988398839884
72.9543702369779;-98.81988198819882
72.93962172483656;-98.79987998799879
72.9248732231675;-98.77987798779878
